Reported by,Origin (prefectures),Origin (district),Origin (municipality),Origin (Other),Food category,Item,Day of collection,Result found Date,134Cs Radioactivity concentration (Bq/kg),134Cs detection limit (Bq/kg),137Cs Radioactivity concentration (Bq/kg),137Cs detection limit (Bq/kg),134Cs + 137Cs Radioactivity concentration (Bq/kg),134Cs + 137Cs detection limit (Bq/kg),134Cs + 137Cs  exceeded reference value, Remarks
Fukushima prefecture,Fukushima prefecture,Aizu,Onuma county Aizumisato town,A064,Wild birds and animals,Black bear,2014-09-12,2014-11-11,,,,,9.4E+00,,,
Fukushima prefecture,Fukushima prefecture,Aizu,Onuma county Aizumisato town,A064,Wild birds and animals,Black bear,2014-09-13,2014-11-11,,,,,1.3E+01,,,
Fukushima prefecture,Fukushima prefecture,Aizu,Yama county Bandai town,A274,Wild birds and animals,Black bear,2014-09-13,2014-11-11,,,,,4.3E+01,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Koriyama city,B013,Wild birds and animals,Black bear,2014-09-13,2014-11-11,,,,,4.7E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Fukushima city,B433,Wild birds and animals,Black bear,2014-09-13,2014-11-11,,,,,1.1E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Ishikawa county Ishikawa town,E632,Wild birds and animals,Copper pheasant,2014-09-13,2014-11-11,,,,,1.1E+01,,,
Fukushima prefecture,Fukushima prefecture,Aizu,Onuma county Aizumisato town,A161,Wild birds and animals,Black bear,2014-09-14,2014-11-11,,,,,1.6E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Fukushima city,B422,Wild birds and animals,Copper pheasant,2014-09-15,2014-11-11,,,,,4.2E+01,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Koriyama city,B004,Wild birds and animals,Black bear,2014-09-17,2014-11-11,,,,,1.7E+01,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Koriyama city,B111,Wild birds and animals,Black bear,2014-09-18,2014-11-11,,,,,4.7E+01,,,
Fukushima prefecture,Fukushima prefecture,Soso,Futaba county Tomioka town,B072,Wild birds and animals,Wild boar,2014-09-19,2014-11-11,,,,,4.3E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Soma city,B571,Wild birds and animals,Wild boar,2014-09-20,2014-11-11,,,,,1.1E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Aizu,Onuma county Aizumisato town,A062,Wild birds and animals,Black bear,2014-09-20,2014-11-11,,,,,9.4E+00,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Fukushima city,B531,Wild birds and animals,Black bear,2014-09-20,2014-11-11,,,,,4.3E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Fukushima city,B424,Wild birds and animals,Ducks,2014-09-21,2014-11-11,,,,,1.3E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Fukushima city,B432,Wild birds and animals,Ducks,2014-09-21,2014-11-11,,,,,3.3E+01,,,
Fukushima prefecture,Fukushima prefecture,Kennan,Shirakawa city,E531,Wild birds and animals,Pheasant,2014-09-21,2014-11-11,ND,<6.5E+00,ND,<5.5E+00,,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B322,Wild birds and animals,Wild boar,2014-09-23,2014-11-11,,,,,1.4E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Futaba county Tomioka town,B072,Wild birds and animals,Wild boar,2014-09-23,2014-11-11,,,,,3.4E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Futaba county Tomioka town,C001,Wild birds and animals,Wild boar,2014-09-23,2014-11-11,,,,,4.0E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Soma city,B571,Wild birds and animals,Wild boar,2014-09-24,2014-11-11,,,,,1.3E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Tamura city,B251,Wild birds and animals,Ducks,2014-09-24,2014-11-11,,,,,7.9E+00,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Sukagawa city,B012,Wild birds and animals,Wild boar,2014-09-25,2014-11-11,,,,,8.6E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kawamata town,B442,Wild birds and animals,Ducks,2014-09-25,2015-01-22,,,,,9.1E+00,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B324,Wild birds and animals,Wild boar,2014-09-26,2014-11-11,,,,,1.9E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Aizu,Onuma county Aizumisato town,A063,Wild birds and animals,Black bear,2014-09-26,2014-11-11,,,,,2.4E+01,,,
Fukushima prefecture,Fukushima prefecture,Aizu,Onuma county Aizumisato town,A161,Wild birds and animals,Black bear,2014-09-26,2014-11-11,,,,,9.8E+00,,,
Fukushima prefecture,Fukushima prefecture,Aizu,Yama county Nishiaizu town,A344,Wild birds and animals,Black bear,2014-09-26,2014-11-11,ND,<7.4E+00,ND,<5.9E+00,,,,
Fukushima prefecture,Fukushima prefecture,Soso,Soma city,B571,Wild birds and animals,Wild boar,2014-09-28,2014-11-11,,,,,6.7E+01,,,
Fukushima prefecture,Fukushima prefecture,Aizu,Onuma county Aizumisato town,A171,Wild birds and animals,Black bear,2014-09-28,2014-11-11,,,,,6.1E+00,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Sukagawa city,B012,Wild birds and animals,Wild boar,2014-09-29,2014-12-19,,,,,1.1E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Koriyama city,B011,Wild birds and animals,Black bear,2014-09-29,2014-12-19,,,,,2.9E+01,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Koriyama city,B012,Wild birds and animals,Wild boar,2014-10-01,2014-12-19,,,,,4.9E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Fukushima city,B632,Wild birds and animals,Black bear,2014-10-02,2014-12-19,,,,,8.7E+01,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Sukagawa city,B012,Wild birds and animals,Wild boar,2014-10-03,2014-12-19,,,,,1.0E+02,,,
Fukushima prefecture,Fukushima prefecture,Soso,Minamisoma city,B274,Wild birds and animals,Wild boar,2014-10-04,2014-12-19,,,,,3.1E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Aizu,Onuma county Aizumisato town,A073,Wild birds and animals,Wild boar,2014-10-05,2014-12-19,,,,,6.5E+00,,,
Fukushima prefecture,Fukushima prefecture,Minamiaizu,Minamiaizu county Hinoemata village,D333,Wild birds and animals,Japanese sika deer,2014-10-07,2014-12-19,,,,,3.5E+01,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Koriyama city,B004,Wild birds and animals,Black bear,2014-10-08,2014-12-19,,,,,4.5E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Fukushima city,B431,Wild birds and animals,Wild boar,2014-10-13,2014-12-19,,,,,2.4E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kennan,Higashishirakawa county Samegawa village,E441,Wild birds and animals,Wild boar,2014-10-15,2014-12-19,,,,,2.9E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Ishikawa county Ishikawa town,E541,Wild birds and animals,Ducks,2014-10-15,2014-12-19,ND,<5.9E+00,ND,<5.8E+00,,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Ishikawa county Ishikawa town,E543,Wild birds and animals,Ducks,2014-10-15,2014-12-19,,,,,5.3E+00,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Ishikawa county Ishikawa town,E632,Wild birds and animals,Ducks,2014-10-15,2014-12-19,ND,<7.4E+00,ND,<5.2E+00,,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Koriyama city,B013,Wild birds and animals,Black bear,2014-10-16,2014-12-19,,,,,8.1E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B322,Wild birds and animals,Wild boar,2014-10-17,2014-12-19,,,,,2.5E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Tamura city,B161,Wild birds and animals,Ducks,2014-10-18,2014-12-19,,,,,7.9E+01,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Tamura city,B063,Wild birds and animals,Pheasant,2014-10-18,2014-12-19,,,,,1.1E+01,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Tamura city,B161,Wild birds and animals,Pheasant,2014-10-18,2014-12-19,,,,,3.1E+01,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Sukagawa city,E732,Wild birds and animals,Wild boar,2014-10-19,2014-12-19,,,,,2.3E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Aizu,Yama county Inawashiro town,B211,Wild birds and animals,Wild boar,2014-10-21,2014-12-19,,,,,4.7E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B331,Wild birds and animals,Wild boar,2014-10-21,2014-12-19,,,,,3.4E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Soma city,B573,Wild birds and animals,Wild boar,2014-10-22,2014-12-19,,,,,3.3E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Soma city,B571,Wild birds and animals,Pheasant,2014-10-23,2014-12-19,,,,,6.5E+01,,,
Fukushima prefecture,Fukushima prefecture,Aizu,Yama county Inawashiro town,B211,Wild birds and animals,Wild boar,2014-10-24,2014-12-19,,,,,1.3E+01,,,
Fukushima prefecture,Fukushima prefecture,Soso,Soma city,B574,Wild birds and animals,Ducks,2014-10-25,2014-12-19,ND,<6.4E+00,ND,<6.3E+00,,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Ishikawa county Hirata village,E643,Wild birds and animals,Ducks,2014-10-26,2014-12-19,ND,<4.2E+00,ND,<4.6E+00,,,,
Fukushima prefecture,Fukushima prefecture,Aizu,Yama county Inawashiro town,B211,Wild birds and animals,Black bear,2014-10-28,2014-12-19,,,,,8.5E+01,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Tamura city,B144,Wild birds and animals,Copper pheasant,2014-11-01,2014-12-22,,,,,2.2E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Tamura city,B154,Wild birds and animals,Copper pheasant,2014-11-02,2014-12-22,,,,,1.1E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B322,Wild birds and animals,Wild boar,2014-11-05,2014-12-22,,,,,3.6E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B331,Wild birds and animals,Wild boar,2014-11-08,2014-12-22,,,,,7.9E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Sukagawa city,E634,Wild birds and animals,Wild boar,2014-11-10,2014-12-22,,,,,3.0E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Ishikawa county Hirata village,E644,Wild birds and animals,Copper pheasant,2014-11-10,2014-12-22,,,,,8.1E+01,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Sukagawa city,E741,Wild birds and animals,Wild boar,2014-11-14,2014-12-22,,,,,2.8E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B253,Wild birds and animals,Wild boar,2014-11-14,2014-12-22,,,,,9.2E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B322,Wild birds and animals,Wild boar,2014-11-15,2014-12-22,,,,,5.8E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B324,Wild birds and animals,Wild boar,2014-11-15,2014-12-22,,,,,1.1E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Koriyama city,B032,Wild birds and animals,Wild boar,2014-11-16,2014-12-22,,,,,2.3E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B253,Wild birds and animals,Wild boar,2014-11-17,2014-12-22,,,,,9.2E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Ishikawa county Ishikawa town,E533,Wild birds and animals,Ducks,2014-11-17,2014-12-22,,,,,2.7E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B243,Wild birds and animals,Wild boar,2014-11-18,2014-12-22,,,,,1.1E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B331,Wild birds and animals,Wild boar,2014-11-18,2014-12-22,,,,,7.4E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B341,Wild birds and animals,Wild boar,2014-11-18,2014-12-22,,,,,9.6E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Futaba county Tomioka town,B072,Wild birds and animals,Wild boar,2014-11-18,2014-12-22,,,,,1.0E+04,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Ishikawa county Ishikawa town,E531,Wild birds and animals,Ducks,2014-11-18,2014-12-22,,,,,2.7E+01,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Ishikawa county Ishikawa town,E533,Wild birds and animals,Pheasant,2014-11-18,2014-12-22,,,,,1.3E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Motomiya city,B231,Wild birds and animals,Wild boar,2014-11-19,2014-12-22,,,,,5.0E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Sukagawa city,E734,Wild birds and animals,Wild boar,2014-11-22,2014-12-22,,,,,1.7E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B224,Wild birds and animals,Wild boar,2014-11-23,2014-12-22,,,,,8.0E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Futaba county Katsurao village,B163,Wild birds and animals,Wild boar,2014-11-26,2015-01-22,,,,,7.9E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Futaba county Tomioka town,B072,Wild birds and animals,Wild boar,2014-11-27,2015-01-22,,,,,1.5E+04,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Sukagawa city,B012,Wild birds and animals,Wild boar,2014-11-28,2015-01-22,,,,,3.4E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Futaba county Katsurao village,B261,Wild birds and animals,Wild boar,2014-12-05,2015-01-22,,,,,1.0E+04,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kunimi town,B643,Wild birds and animals,Wild boar,2014-12-08,2015-01-22,,,,,1.1E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kunimi town,B643,Wild birds and animals,Wild boar,2014-12-09,2015-01-22,,,,,8.0E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B341,Wild birds and animals,Wild boar,2014-12-11,2015-01-22,,,,,5.4E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B242,Wild birds and animals,Wild boar,2014-12-12,2015-01-22,,,,,7.7E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Sukagawa city,E732,Wild birds and animals,Wild boar,2014-12-14,2015-01-22,,,,,4.0E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kunimi town,B643,Wild birds and animals,Wild boar,2014-12-14,2015-01-22,,,,,1.2E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B242,Wild birds and animals,Wild boar,2014-12-17,2015-01-22,,,,,2.9E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Minamisoma city,B274,Wild birds and animals,Wild boar,2014-12-21,2015-01-22,,,,,1.4E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Minamisoma city,B274,Wild birds and animals,Wild boar,2014-12-21,2015-01-22,,,,,1.5E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Minamisoma city,B274,Wild birds and animals,Wild boar,2014-12-21,2015-01-22,,,,,1.6E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B342,Wild birds and animals,Wild boar,2014-12-24,2015-02-20,,,,,1.2E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kunimi town,B643,Wild birds and animals,Wild boar,2014-12-25,2015-02-20,,,,,1.1E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B244,Wild birds and animals,Wild boar,2014-12-25,2015-02-20,,,,,4.0E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B342,Wild birds and animals,Wild boar,2014-12-25,2015-02-20,,,,,7.2E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B342,Wild birds and animals,Wild boar,2014-12-25,2015-02-20,,,,,7.7E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kunimi town,B643,Wild birds and animals,Wild boar,2014-12-27,2015-02-20,,,,,2.7E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kunimi town,B643,Wild birds and animals,Wild boar,2014-12-28,2015-02-20,,,,,8.0E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kunimi town,B643,Wild birds and animals,Wild boar,2014-12-31,2015-02-20,,,,,5.4E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kunimi town,B643,Wild birds and animals,Wild boar,2015-01-01,2015-02-20,,,,,1.7E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date city,B541,Wild birds and animals,Wild boar,2015-01-02,2015-02-20,,,,,1.0E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
